Source;Target;weight
Pyg;Vargo-Hoat;3
Randyll-Tarly;Samwell-Tarly;4
Randyll-Tarly;Robert-Strong;3
Renly-Baratheon;Robert-Baratheon;5
Renly-Baratheon;Sansa-Stark;3
Renly-Baratheon;Stannis-Baratheon;4
Shagwell;Timeon;6
Shagwell;Zollo;3
Tyrion-Lannister;Tywin-Lannister;27
Tyrion-Lannister;Varys;14
Tyrion-Lannister;Yandry;15
Tyrion-Lannister;Ysilla;11
Tyrion-Lannister;Yezzan-zo-Qaggaz;17
Tyrion-Lannister;Tysha;4
Lollys-Stokeworth;Tanda-Stokeworth;4
Daven-Lannister;Jaime-Lannister;12
Daven-Lannister;Emmon-Frey;3
Edmure-Tully;Jaime-Lannister;24
Edmure-Tully;Tommen-Baratheon;4
Edmure-Tully;Emmon-Frey;11
Edmure-Tully;Ryman-Frey;5
Edmure-Tully;Ilyn-Payne;4
Edmure-Tully;Walder-Frey;4
Edmure-Tully;Forley-Prester;3
Edmure-Tully;Roslin-Frey;4
Edwyn-Frey;Jaime-Lannister;9
Edwyn-Frey;Ryman-Frey;5
Edwyn-Frey;Walder-Rivers;8
Emmon-Frey;Jaime-Lannister;8
Emmon-Frey;Tywin-Lannister;3
Emmon-Frey;Ryman-Frey;4
Emmon-Frey;Forley-Prester;3
Emmon-Frey;Genna-Lannister;5
Ryman-Frey;Walder-Rivers;5
Cedric-Payne;Podrick-Payne;3
Dorcas;Margaery-Tyrell;3
Dorcas;Osney-Kettleblack;3
Dorcas;Qyburn;3
Dorcas;Jocelyn-Swyft;8
Dorcas;Taena-of-Myr;6
Dunsen;Gregor-Clegane;6
Dunsen;Meryn-Trant;7
Dunsen;Ilyn-Payne;7
Dunsen;Rafford;7
Eddard-Stark;Jon-Snow;14
Eddard-Stark;Theon-Greyjoy;9
Eddard-Stark;Robert-Baratheon;10
Eddard-Stark;Jon-Arryn;4
Eddard-Stark;Sansa-Stark;3
Eddard-Stark;Stannis-Baratheon;9
Eddard-Stark;Robb-Stark;6
Eddard-Stark;Joffrey-Baratheon;3
Eddard-Stark;Tyrion-Lannister;4
Eddard-Stark;Pycelle;3
Eddard-Stark;Roose-Bolton;5
Eddard-Stark;Wyman-Manderly;4
Eddard-Stark;Ramsay-Snow;4
Eddard-Stark;Willam-Dustin;4
High-Septon-(Tyrions);Tyrion-Lannister;5
High-Sparrow;Margaery-Tyrell;11
High-Sparrow;Osney-Kettleblack;4
High-Sparrow;Tommen-Baratheon;7
High-Sparrow;Kevan-Lannister;5
High-Sparrow;Maegor-I-Targaryen;4
High-Sparrow;Taena-of-Myr;4
High-Sparrow;Unella;6
Ilyn-Payne;Jaime-Lannister;30
Ilyn-Payne;Lyle-Crakehall;6
Ilyn-Payne;Meryn-Trant;8
Ilyn-Payne;Rafford;7
Jalabhar-Xho;Lambert-Turnberry;3
Jalabhar-Xho;Tallad;3
Jocelyn-Swyft;Qyburn;3
Jocelyn-Swyft;Osmund-Kettleblack;3
Jocelyn-Swyft;Taena-of-Myr;4
Kevan-Lannister;Tywin-Lannister;8
Kevan-Lannister;Lancel-Lannister;10
Kevan-Lannister;Stannis-Baratheon;3
Kevan-Lannister;Tommen-Baratheon;17
Kevan-Lannister;Randyll-Tarly;6
Kevan-Lannister;Tyrion-Lannister;4
Kevan-Lannister;Mace-Tyrell;5
Kevan-Lannister;Pycelle;5
Kevan-Lannister;Varys;3
Kevan-Lannister;Ronnet-Connington;3
Mace-Tyrell;Tywin-Lannister;4
Mace-Tyrell;Margaery-Tyrell;6
Mace-Tyrell;Stannis-Baratheon;4
Mace-Tyrell;Tommen-Baratheon;10
Mace-Tyrell;Randyll-Tarly;5
Mace-Tyrell;Tyrion-Lannister;3
Mace-Tyrell;Olenna-Redwyne;4
Mace-Tyrell;Pycelle;4
Mace-Tyrell;Mathis-Rowan;3
Mace-Tyrell;Robert-Strong;3
Maegor-I-Targaryen;Tommen-Baratheon;5
Maggy;Melara-Hetherspoon;3
Moon-Boy;Osmund-Kettleblack;12
Osfryd-Kettleblack;Osney-Kettleblack;6
Osfryd-Kettleblack;Osmund-Kettleblack;4
Pycelle;Tywin-Lannister;4
Pycelle;Stannis-Baratheon;6
Pycelle;Qyburn;10
Pycelle;Varys;4
Pycelle;Walder-Frey;3
Raynard;Torbert;4
Taena-of-Myr;Tommen-Baratheon;8
Taena-of-Myr;Tyrion-Lannister;3
Clement-Piper;Jaime-Lannister;3
Cleos-Frey;Jaime-Lannister;4
Colemon;Petyr-Baelish;6
Colemon;Gretchel;5
Colemon;Maddy;5
Colemon;Robert-Arryn;7
Gretchel;Sansa-Stark;3
Gretchel;Maddy;9
Gretchel;Robert-Arryn;4
Maddy;Sansa-Stark;3
Maddy;Robert-Arryn;7
Maddy;Mya-Stone;4
Robert-Arryn;Yohn-Royce;4
Robert-Arryn;Sansa-Stark;8
Robert-Arryn;Terrance-Lynderly;4
Craster;Gilly;8
Craster;Jon-Snow;3
Craster;Samwell-Tarly;6
Craster;Jeor-Mormont;3
Jeor-Mormont;Jon-Snow;11
Jeor-Mormont;Samwell-Tarly;3
Jeor-Mormont;Qhorin-Halfhand;3
Daemon-Sand;Doran-Martell;3
Daemon-Sand;Oberyn-Martell;3
Dalla;Gilly;10
Dalla;Stannis-Baratheon;5
Dalla;Melisandre;3
Dalla;Mance-Rayder;5
Dalla;Val;5
Nymeria-Sand;Tyene-Sand;13
Nymeria-Sand;Obara-Sand;17
Eddison-Tollett;Gilly;3
Eddison-Tollett;Jon-Snow;30
Eddison-Tollett;Samwell-Tarly;4
Eddison-Tollett;Satin;3
Eddison-Tollett;Mully;3
Eddison-Tollett;Emmett;8
Eddison-Tollett;Hobb;4
Eddison-Tollett;Janos-Slynt;4
Roslin-Frey;Walder-Frey;3
Elia-Martell;Rhaegar-Targaryen;6
Elia-Martell;Tywin-Lannister;3
Genna-Lannister;Jaime-Lannister;7
Genna-Lannister;Tywin-Lannister;3
Hotho-Harlaw;Victarion-Greyjoy;4
Hotho-Harlaw;Rodrik-Harlaw;4
Hotho-Harlaw;Sigfryd-Harlaw;4
Humfrey-Hewett;Victarion-Greyjoy;4
Nute;Victarion-Greyjoy;11
Nute;Rodrik-Harlaw;6
Nute;Ralf-Stonehouse;3
Quellon-Greyjoy;Victarion-Greyjoy;4
Garrett-Paege;Jaime-Lannister;3
Gerold-Grafton;Terrance-Lynderly;3
Kojja-Mo;Samwell-Tarly;8
Melisandre;Stannis-Baratheon;35
Melisandre;Sigorn;3
Melisandre;Selyse-Florent;11
Melisandre;Rattleshirt;6
Melisandre;Ygritte;3
Gormon-Tyrell;Walgrave;3
Grenn;Jon-Snow;3
Grenn;Pypar;8
Grenn;Todder;3
Pypar;Samwell-Tarly;3
Pypar;Todder;4
Gyles-Grafton;Robert-Arryn;3
Gyles-Grafton;Terrance-Lynderly;5
Harras-Harlaw;Victarion-Greyjoy;3
Hugo-Vance;Jaime-Lannister;3
Jaehaerys-I-Targaryen;Maegor-I-Targaryen;3
Josmyn-Peckledon;Pia;6
Pia;Qyburn;3
Pia;Tyrion-Lannister;3
Rennifer-Longwaters;Rugen;3
Sybell-Spicer;Wyman-Manderly;3
Jeyne-Farman;Melara-Hetherspoon;4
Jeyne-Westerling;Robb-Stark;3
Lothor-Brune;Petyr-Baelish;3
Lothor-Brune;Sansa-Stark;3
Lothor-Brune;Robert-Arryn;4
Lothor-Brune;Mya-Stone;6
Mya-Stone;Robert-Arryn;9
Mya-Stone;Myranda-Royce;6
Lucas-Codd;Red-Oarsman;3
Lucas-Codd;Torwold-Browntooth;3
Luwin;Nan;3
Lyn-Corbray;Petyr-Baelish;4
Lyn-Corbray;Robert-Arryn;6
Lyn-Corbray;Lyonel-Corbray;4
Lyonel-Corbray;Petyr-Baelish;3
Marillion;Petyr-Baelish;5
Nestor-Royce;Petyr-Baelish;17
Nestor-Royce;Yohn-Royce;3
Nestor-Royce;Sansa-Stark;13
Nestor-Royce;Robert-Arryn;7
Manfrey-Martell;Ricasso;4
Myranda-Royce;Sansa-Stark;3
Myranda-Royce;Robert-Arryn;4
Ralf-Stonehouse;Victarion-Greyjoy;3
Pate-(whipping-boy);Tommen-Baratheon;4
Puckens;Pycelle;3
Puckens;Shortear;3
Qhorin-Halfhand;Samwell-Tarly;3
Quhuru-Mo;Samwell-Tarly;4
Quhuru-Mo;Xhondo;4
Ralf-(Limper);Victarion-Greyjoy;7
Roose-Bolton;Theon-Greyjoy;14
Roose-Bolton;Stannis-Baratheon;18
Roose-Bolton;Wyman-Manderly;5
Roose-Bolton;Walda-Frey-(daughter-of-Merrett);4
Sarella-Sand;Tyene-Sand;3
Shae;Tyrion-Lannister;3
Shae;Tysha;4
Talbert-Serry;Victarion-Greyjoy;10
Aegon-I-Targaryen;Daenerys-Targaryen;4
Daenerys-Targaryen;Rhaegar-Targaryen;10
Daenerys-Targaryen;Victarion-Greyjoy;7
Daenerys-Targaryen;Robert-Baratheon;3
Daenerys-Targaryen;Quentyn-Martell;58
Daenerys-Targaryen;Doran-Martell;3
Daenerys-Targaryen;Tyrion-Lannister;17
Daenerys-Targaryen;Mace-Tyrell;3
Daenerys-Targaryen;Varys;3
Daenerys-Targaryen;Jon-Connington;6
Daenerys-Targaryen;Viserys-Targaryen;7
Daenerys-Targaryen;Grey-Worm;11
Daenerys-Targaryen;Jhogo;6
Daenerys-Targaryen;Rakharo;7
Daenerys-Targaryen;Gerris-Drinkwater;15
Daenerys-Targaryen;Tattered-Prince;4
Daenerys-Targaryen;Galazza-Galare;19
Daenerys-Targaryen;Groleo;4
Daenerys-Targaryen;Hizdahr-zo-Loraq;96
Daenerys-Targaryen;Missandei;37
Daenerys-Targaryen;Reznak-mo-Reznak;19
Daenerys-Targaryen;Skahaz-mo-Kandaq;33
Daenerys-Targaryen;Xaro-Xhoan-Daxos;16
Daenerys-Targaryen;Irri;25
Daenerys-Targaryen;Spotted-Cat;3
Daenerys-Targaryen;Penny;4
Daenerys-Targaryen;Moqorro;3
Daenerys-Targaryen;Meris;6
Daenerys-Targaryen;Hero;5
Daenerys-Targaryen;Jhiqui;15
Daenerys-Targaryen;Daeron-II-Targaryen;3
Daenerys-Targaryen;Drogo;7
Daenerys-Targaryen;Eroeh;3
Daenerys-Targaryen;Ezzara;3
Daenerys-Targaryen;Ghael;5
Daenerys-Targaryen;Illyrio-Mopatis;12
Daenerys-Targaryen;Jorah-Mormont;4
Daenerys-Targaryen;Lysono-Maar;3
Daenerys-Targaryen;Marselen;3
Daenerys-Targaryen;Mezzara;4
Daenerys-Targaryen;Miklaz;3
Daenerys-Targaryen;Qavo-Nogarys;5
Daenerys-Targaryen;Qezza;6
Daenerys-Targaryen;Quaithe;6
Daenerys-Targaryen;Symon-Stripeback;4
Daenerys-Targaryen;Yurkhaz-zo-Yunzak;4
Franklyn-Flowers;Jon-Connington;4
Haldon;Tyrion-Lannister;54
Haldon;Jon-Connington;13
Haldon;Lemore;4
Haldon;Rolly-Duckfield;26
Haldon;Yandry;4
Haldon;Ysilla;5
Haldon;Illyrio-Mopatis;3
Haldon;Qavo-Nogarys;5
Haldon;Pono;3
Harry-Strickland;Jon-Connington;18
Harry-Strickland;Myles-Toyne;4
Jon-Connington;Rhaegar-Targaryen;7
Jon-Connington;Robert-Baratheon;8
Jon-Connington;Tywin-Lannister;4
Jon-Connington;Tyrion-Lannister;37
Jon-Connington;Varys;6
Jon-Connington;Lemore;11
Jon-Connington;Rolly-Duckfield;12
Jon-Connington;Yandry;9
Jon-Connington;Myles-Toyne;9
Jon-Connington;Nyessos-Vhassar;3
Lemore;Tyrion-Lannister;16
Lemore;Rolly-Duckfield;5
Lemore;Yandry;5
Lemore;Ysilla;3
Rolly-Duckfield;Tyrion-Lannister;20
Rolly-Duckfield;Yandry;12
Rolly-Duckfield;Ysilla;9
Yandry;Ysilla;14
Aenys-Frey;Theon-Greyjoy;3
Aenys-Frey;Hosteen-Frey;6
Aenys-Frey;Wyman-Manderly;4
Hosteen-Frey;Wyman-Manderly;5
Aggo;Barristan-Selmy;3
Aggo;Daenerys-Targaryen;9
Aggo;Daario-Naharis;4
Aggo;Grey-Worm;5
Aggo;Jhogo;6
Aggo;Rakharo;9
Daario-Naharis;Quentyn-Martell;5
Daario-Naharis;Daenerys-Targaryen;50
Daario-Naharis;Grey-Worm;6
Daario-Naharis;Jhogo;9
Daario-Naharis;Rakharo;4
Daario-Naharis;Groleo;4
Daario-Naharis;Hizdahr-zo-Loraq;14
Daario-Naharis;Missandei;4
Daario-Naharis;Skahaz-mo-Kandaq;9
Daario-Naharis;Irri;7
Daario-Naharis;Hero;7
Daario-Naharis;Jhiqui;5
Grey-Worm;Hizdahr-zo-Loraq;3
Grey-Worm;Skahaz-mo-Kandaq;6
Grey-Worm;Irri;4
Jhogo;Rakharo;6
Alliser-Thorne;Jon-Snow;6
Alys-Karstark;Jon-Snow;13
Alys-Karstark;Melisandre;6
Alys-Karstark;Sigorn;5
Sigorn;Stannis-Baratheon;3
Alysane-Mormont;Asha-Greyjoy;18
Alysane-Mormont;Stannis-Baratheon;5
Alysane-Mormont;Justin-Massey;5
Justin-Massey;Stannis-Baratheon;10
Justin-Massey;Richard-Horpe;7
Archibald-Yronwood;Quentyn-Martell;21
Archibald-Yronwood;Cletus-Yronwood;5
Archibald-Yronwood;Gerris-Drinkwater;13
Archibald-Yronwood;Tattered-Prince;4
Cletus-Yronwood;Quentyn-Martell;7
Cletus-Yronwood;Daenerys-Targaryen;3
Cletus-Yronwood;Gerris-Drinkwater;5
Cletus-Yronwood;Kedry;3
Gerris-Drinkwater;Quentyn-Martell;49
Gerris-Drinkwater;Tattered-Prince;3
Gerris-Drinkwater;Hizdahr-zo-Loraq;4
Gerris-Drinkwater;Meris;4
Arnolf-Karstark;Asha-Greyjoy;3
Arnolf-Karstark;Stannis-Baratheon;7
Arnolf-Karstark;Arthor-Karstark;3
Arnolf-Karstark;Mors-Umber;4
Arnolf-Karstark;Rickard-Karstark;3
Mors-Umber;Stannis-Baratheon;7
Arron;Emrick;6
Arron;Hareth-(Moles-Town);4
Arron;Satin;4
Emrick;Hareth-(Moles-Town);3
Emrick;Satin;3
Hareth-(Moles-Town);Jon-Snow;10
Hareth-(Moles-Town);Satin;6
Hareth-(Moles-Town);Hop-Robin;5
Hareth-(Moles-Town);Leathers;3
Hareth-(Moles-Town);Rory;4
Satin;Selyse-Florent;4
Jeyne-Poole;Theon-Greyjoy;24
Jeyne-Poole;Roose-Bolton;3
Jeyne-Poole;Ramsay-Snow;12
Jeyne-Poole;Rowan;3
Jeyne-Poole;Squirrel;3
Mance-Rayder;Theon-Greyjoy;9
Mance-Rayder;Stannis-Baratheon;16
Mance-Rayder;Melisandre;6
Mance-Rayder;Ramsay-Snow;7
Mance-Rayder;Tormund;12
Mance-Rayder;Varamyr;3
Mance-Rayder;Val;6
Mance-Rayder;Rowan;4
Mance-Rayder;Squirrel;5
Ramsay-Snow;Theon-Greyjoy;87
Ramsay-Snow;Stannis-Baratheon;8
Ramsay-Snow;Roose-Bolton;14
Ramsay-Snow;Wyman-Manderly;5
Ramsay-Snow;Skinner;5
Ramsay-Snow;Sour-Alyn;6
Ramsay-Snow;Walder-Frey-(son-of-Merrett);3
Ramsay-Snow;Yellow-Dick;7
Clayton-Suggs;Stannis-Baratheon;6
Clayton-Suggs;Godry-Farring;5
Godry-Farring;Jon-Snow;3
Godry-Farring;Stannis-Baratheon;9
Godry-Farring;Melisandre;3
Godry-Farring;Justin-Massey;3
Godry-Farring;Mance-Rayder;3
Grimtongue;Hagen;5
Grimtongue;Lorren;5
Hagen;Tristifer-Botley;3
Hagen;Qarl-the-Maid;3
Hagen;Lorren;3
Qarl-the-Maid;Tristifer-Botley;5
Ashara-Dayne;Elia-Martell;3
Axell-Florent;Jon-Snow;4
Axell-Florent;Stannis-Baratheon;3
Axell-Florent;Melisandre;5
Axell-Florent;Selyse-Florent;8
Axell-Florent;Shireen-Baratheon;3
Selyse-Florent;Stannis-Baratheon;14
Selyse-Florent;Shireen-Baratheon;8
Selyse-Florent;Val;15
Selyse-Florent;Wun-Weg-Wun-Dar-Wun;5
Shireen-Baratheon;Stannis-Baratheon;4
Shireen-Baratheon;Val;4
Azor-Ahai;Stannis-Baratheon;3
Barbrey-Dustin;Theon-Greyjoy;17
Barbrey-Dustin;Stannis-Baratheon;3
Barbrey-Dustin;Roose-Bolton;3
Barbrey-Dustin;Jeyne-Poole;5
Barbrey-Dustin;Ramsay-Snow;5
Barbrey-Dustin;Roger-Ryswell;4
Roger-Ryswell;Theon-Greyjoy;4
Belwas;Quentyn-Martell;3
Belwas;Daenerys-Targaryen;13
Belwas;Hizdahr-zo-Loraq;11
Belwas;Skahaz-mo-Kandaq;3
Ben-Plumm;Tyrion-Lannister;4
Ben-Plumm;Daenerys-Targaryen;14
Ben-Plumm;Daario-Naharis;9
Ben-Plumm;Hizdahr-zo-Loraq;3
Ben-Plumm;Kasporio;3
Ben-Plumm;Penny;3
Ben-Plumm;Tybero-Istarion;5
Bloodbeard;Daenerys-Targaryen;3
Bloodbeard;Tattered-Prince;3
Bloodbeard;Hizdahr-zo-Loraq;5
Galazza-Galare;Grazhar;4
Galazza-Galare;Hizdahr-zo-Loraq;12
Galazza-Galare;Reznak-mo-Reznak;5
Galazza-Galare;Skahaz-mo-Kandaq;12
Grazhar;Qezza;5
Groleo;Jhogo;5
Groleo;Skahaz-mo-Kandaq;3
Groleo;Hero;4
Hizdahr-zo-Loraq;Quentyn-Martell;15
Hizdahr-zo-Loraq;Khrazz;9
Hizdahr-zo-Loraq;Missandei;6
Hizdahr-zo-Loraq;Reznak-mo-Reznak;13
Hizdahr-zo-Loraq;Skahaz-mo-Kandaq;29
Hizdahr-zo-Loraq;Steelskin;3
Hizdahr-zo-Loraq;Irri;3
Hizdahr-zo-Loraq;Spotted-Cat;5
Hizdahr-zo-Loraq;Jhiqui;3
Hizdahr-zo-Loraq;Qezza;3
Hizdahr-zo-Loraq;Marghaz-zo-Loraq;5
Khrazz;Steelskin;3
Khrazz;Spotted-Cat;4
Missandei;Quentyn-Martell;3
Missandei;Skahaz-mo-Kandaq;6
Reznak-mo-Reznak;Skahaz-mo-Kandaq;5
Barsena;Daenerys-Targaryen;4
Bartimus;Davos-Seaworth;4
Davos-Seaworth;Stannis-Baratheon;21
Davos-Seaworth;Robb-Stark;3
Davos-Seaworth;Eddard-Stark;4
Davos-Seaworth;Melisandre;4
Davos-Seaworth;Sybell-Spicer;3
Davos-Seaworth;Wyman-Manderly;32
Davos-Seaworth;Garth-(Wolfs-Den);4
Davos-Seaworth;Godric-Borrell;9
Davos-Seaworth;Leona-Woolfield;3
Davos-Seaworth;Marlon-Manderly;5
Davos-Seaworth;Robett-Glover;4
Davos-Seaworth;Salladhor-Saan;11
Belaquo;Hizdahr-zo-Loraq;3
Belaquo;Goghor-the-Giant;7
Belaquo;Irri;3
Belaquo;Spotted-Cat;5
Goghor-the-Giant;Hizdahr-zo-Loraq;5
Goghor-the-Giant;Khrazz;4
Goghor-the-Giant;Spotted-Cat;6
Irri;Rakharo;5
Irri;Missandei;9
Irri;Skahaz-mo-Kandaq;5
Irri;Jhiqui;24
Ben-Bones;Theon-Greyjoy;4
Ben-Bones;Ramsay-Snow;5
Kasporio;Tyrion-Lannister;3
Kasporio;Tybero-Istarion;3
Penny;Tyrion-Lannister;59
Penny;Yezzan-zo-Qaggaz;9
Penny;Sweets;4
Tybero-Istarion;Tyrion-Lannister;8
Benerro;Tyrion-Lannister;7
Benerro;Daenerys-Targaryen;3
Benerro;Haldon;4
Benerro;Moqorro;4
Moqorro;Victarion-Greyjoy;21
Moqorro;Tyrion-Lannister;7
Moqorro;Rodrik-Sparr;4
Benethon-Scales;Selyse-Florent;4
Benethon-Scales;Narbert-Grandison;3
Narbert-Grandison;Selyse-Florent;8
Narbert-Grandison;Patrek-of-Kings-Mountain;3
Benjen-Stark;Jon-Snow;4
Black-Balaq;Franklyn-Flowers;3
Bowen-Marsh;Jon-Snow;45
Bowen-Marsh;Stannis-Baratheon;3
Bowen-Marsh;Eddison-Tollett;9
Bowen-Marsh;Satin;3
Bowen-Marsh;Mance-Rayder;5
Bowen-Marsh;Cellador;8
Bowen-Marsh;Othell-Yarwyck;19
Bowen-Marsh;Tormund;5
Bowen-Marsh;Wick-Whittlestick;5
Cellador;Clydas;3
Cellador;Jon-Snow;3
Cellador;Othell-Yarwyck;8
Othell-Yarwyck;Weeper;4
Tormund;Val;9
Tormund;Weeper;9
Brynden-Rivers;Meera-Reed;3
Coldhands;Hodor;4
Coldhands;Meera-Reed;3
Hodor;Jojen-Reed;11
Hodor;Meera-Reed;21
Jojen-Reed;Meera-Reed;21
Leaf;Meera-Reed;6
Brandon-Norrey;Jon-Snow;3
Brandon-Norrey;Torghen-Flint;3
Brus-Buckler;Selyse-Florent;5
Brus-Buckler;Narbert-Grandison;4
Brus-Buckler;Malegorn;6
Malegorn;Selyse-Florent;5
Malegorn;Narbert-Grandison;3
Bump;Varamyr;5
Caggo;Quentyn-Martell;7
Caggo;Gerris-Drinkwater;3
Caggo;Tattered-Prince;4
Caggo;Lucifer-Long;3
Caggo;Meris;7
Meris;Quentyn-Martell;14
Meris;Tattered-Prince;9
Camarron;Spotted-Cat;3
Moelle;Unella;12
Moelle;Scolera;10
Scolera;Unella;12
Cleon;Quentyn-Martell;3
Cleon;Daenerys-Targaryen;9
Kedry;Quentyn-Martell;3
Corliss-Penny;Stannis-Baratheon;3
Cotter-Pyke;Jon-Snow;11
Cotter-Pyke;Selyse-Florent;3
Cotter-Pyke;Denys-Mallister;4
Denys-Mallister;Jon-Snow;4
Cromm;Grimtongue;4
Cromm;Hagen;4
Hero;Jhogo;8
Jhiqui;Rakharo;5
Jhiqui;Missandei;10
Jhiqui;Skahaz-mo-Kandaq;3
Drogo;Viserys-Targaryen;4
Illyrio-Mopatis;Tyrion-Lannister;30
Illyrio-Mopatis;Jon-Connington;6
Illyrio-Mopatis;Rolly-Duckfield;6
Jorah-Mormont;Tyrion-Lannister;27
Jorah-Mormont;Penny;9
Jorah-Mormont;Nurse;4
Marselen;Symon-Stripeback;4
Mezzara;Qezza;3
Miklaz;Qezza;4
Qavo-Nogarys;Tyrion-Lannister;6
Damon-Dance-for-Me;Theon-Greyjoy;5
Damon-Dance-for-Me;Ramsay-Snow;7
Damon-Dance-for-Me;Grunt;3
Damon-Dance-for-Me;Skinner;7
Damon-Dance-for-Me;Sour-Alyn;4
Grunt;Theon-Greyjoy;3
Grunt;Sour-Alyn;7
Skinner;Theon-Greyjoy;4
Skinner;Sour-Alyn;6
Sour-Alyn;Theon-Greyjoy;8
Sour-Alyn;Yellow-Dick;3
Garth-(Wolfs-Den);Sybell-Spicer;3
Leona-Woolfield;Wyman-Manderly;4
Marlon-Manderly;Stannis-Baratheon;3
Robett-Glover;Stannis-Baratheon;4
Salladhor-Saan;Stannis-Baratheon;8
Denzo-Dhan;Meris;3
Devan-Seaworth;Jon-Snow;5
Devan-Seaworth;Stannis-Baratheon;14
Devan-Seaworth;Melisandre;4
Dick-Straw;Tattered-Prince;4
Dick-Straw;Hugh-Hungerford;3
Donal-Noye;Jon-Snow;7
Donal-Noye;Qhorin-Halfhand;3
Draqaz;Miklaz;3
Dryn;Tormund;3
Emmett;Jon-Snow;15
Emmett;Hareth-(Moles-Town);3
Emmett;Janos-Slynt;4
Emmett;Hop-Robin;4
Hobb;Jon-Snow;4
Hobb;Melisandre;3
Hobb;Mully;3
Hobb;Owen;5
Janos-Slynt;Jon-Snow;16
Hop-Robin;Jon-Snow;4
Frenya;Theon-Greyjoy;3
Frenya;Holly;6
Holly;Theon-Greyjoy;10
Holly;Jeyne-Poole;4
Holly;Rowan;3
Fulk;Jon-Snow;4
Fulk;Mully;5
Garth-Greyfeather;Jon-Snow;3
Garth-Greyfeather;Hairy-Hal;4
Garth-Greyfeather;Jack-Bulwer;4
Hairy-Hal;Jon-Snow;4
Hairy-Hal;Jack-Bulwer;3
Jack-Bulwer;Jon-Snow;3
Gerrick-Kingsblood;Jon-Snow;5
Gerrick-Kingsblood;Raymun-Redbeard;3
Lorren;Sybelle-Glover;3
Haggon;Varamyr;8
Leathers;Tormund;3
Leathers;Toregg;4
Leathers;Wun-Weg-Wun-Dar-Wun;9
Harl;Lorren;3
Harwood-Stout;Theon-Greyjoy;5
Rowan;Theon-Greyjoy;12
Rowan;Squirrel;5
Hoster-Blackwood;Jaime-Lannister;4
Hother-Umber;Wyman-Manderly;5
Hother-Umber;Mors-Umber;3
Hother-Umber;Ramsay-Snow;5
Hother-Umber;Jon-Umber-(Greatjon);3
Jared-Frey;Rhaegar-Frey;3
Rhaegar-Frey;Wyman-Manderly;3
Squirrel;Theon-Greyjoy;7
Patrek-of-Kings-Mountain;Selyse-Florent;7
Patrek-of-Kings-Mountain;Wun-Weg-Wun-Dar-Wun;3
Toregg;Tormund;8
Nurse;Tyrion-Lannister;8
Nurse;Penny;4
Nurse;Yezzan-zo-Qaggaz;12
Joramun;Melisandre;4
Joramun;Mance-Rayder;3
Richard-Horpe;Stannis-Baratheon;3
Kerwin;Victarion-Greyjoy;12
Longwater-Pyke;Victarion-Greyjoy;3
Luton;Skinner;3
Lyanna-Mormont;Stannis-Baratheon;3
Lyanna-Stark;Rhaegar-Targaryen;4
Maege-Mormont;Robb-Stark;4
Malaquo-Maegyr;Nyessos-Vhassar;7
Marya-Seaworth;Stannis-Baratheon;3
Rodrik-Sparr;Victarion-Greyjoy;7
Morgo;Tyrion-Lannister;4
Old-Bill-Bone;Quentyn-Martell;3
Patchface;Selyse-Florent;3
Patchface;Shireen-Baratheon;3
Sweets;Tyrion-Lannister;7
Sweets;Yezzan-zo-Qaggaz;6
Rodrik-Cassel;Theon-Greyjoy;3
Roose-Ryswell;Stannis-Baratheon;3
Scar;Tyrion-Lannister;8
Scar;Yezzan-zo-Qaggaz;4
Shrouded-Lord;Tyrion-Lannister;4
Theomore;Wyman-Manderly;3
Walder-Frey-(son-of-Jammos);Walder-Frey-(son-of-Merrett);10
Thistle;Varamyr;7
