Source;Target;weight
Sandor-Clegane;Tickler;5
Sandor-Clegane;Tommen-Baratheon;5
Sandor-Clegane;Tyrion-Lannister;13
Sansa-Stark;Stannis-Baratheon;8
Sansa-Stark;Tanda-Stokeworth;4
Sansa-Stark;Tommen-Baratheon;10
Sansa-Stark;Tyrion-Lannister;31
Selyse-Florent;Stannis-Baratheon;15
Shadd;Wendel-Manderly;3
Shae;Stannis-Baratheon;3
Shae;Tyrion-Lannister;30
Shae;Tysha;3
Shae;Varys;16
Shagga;Timett;4
Shagga;Tyrion-Lannister;15
Squint;Theon-Greyjoy;3
Stannis-Baratheon;Steffon-Baratheon;3
Stannis-Baratheon;Tyrion-Lannister;39
Stannis-Baratheon;Tywin-Lannister;4
Stannis-Baratheon;Varys;5
Stonesnake;Ygritte;3
Stygg;Theon-Greyjoy;4
Stygg;Werlag;3
Syrio-Forel;Yoren;3
Tanda-Stokeworth;Tyrion-Lannister;4
Theon-Greyjoy;Urzen;3
Theon-Greyjoy;Victarion-Greyjoy;3
Theon-Greyjoy;Werlag;3
Theon-Greyjoy;Wex-Pyke;14
Timett;Tyrion-Lannister;10
Timett;Varys;3
Tommen-Baratheon;Tyrion-Lannister;10
Tyrion-Lannister;Tysha;4
Tyrion-Lannister;Tywin-Lannister;6
Tyrion-Lannister;Varys;63
Tyrion-Lannister;Vylarr;6
Tywin-Lannister;Vargo-Hoat;4
Tywin-Lannister;Weese;7
Walder-Frey-(son-of-Jammos);Walder-Frey-(son-of-Merrett);5
Walder-Frey-(son-of-Merrett);Wex-Pyke;4
Weasel;Weese;6
Woth;Yoren;4
Palla;Ramsay-Snow;3
